title,abstract,authors,year,journal,doi,url,notes
Incorporating Climate Change Adaptation Into Marine Protected Area Planning,"Climate change is increasingly impacting marine protected areas (mpas) and mpa networks, yet adaptation strategies are rarely incorporated into mpa design and management plans according to the primary scientific literature. here we review the state of knowledge for adapting existing and future mpas to climate change and synthesize case studies (n = 27) of how marine conservation planning can respond to shifting environmental conditions. first, we derive a generalized conservation planning framework based on five published frameworks that incorporate climate change adaptation to inform mpa design. we then summarize examples from the scientific literature to assess how conservation goals were defined, vulnerability assessments performed and adaptation strategies incorporated into the design and management of existing or new mpas. our analysis revealed that 82% of real-world examples of climate change adaptation in mpa planning derive from tropical reefs, highlighting the need for research in other ecosystems and habitat types. we found contrasting recommendations for adaptation strategies at the planning stage, either focusing only on climate refugia, or aiming for representative protection of areas encompassing the full range of expected climate change impacts. recommendations for mpa management were more unified and focused on adaptative management approaches. lastly, we evaluate common barriers to adopting climate change adaptation strategies based on reviewing studies which conducted interviews with mpa managers and other conservation practitioners. this highlights a lack of scientific studies evaluating different adaptation strategies and shortcomings in current governance structures as two major barriers, and we discuss how these could be overcome. our review provides a comprehensive synthesis of planning frameworks, case studies, adaptation strategies and management actions which can inform a more coordinated global effort to adapt existing and future mpa networks to continued climate change.",WILSON KL;TITTENSOR DP;WORM B;LOTZE HK,2020,GLOBAL CHANGE BIOLOGY,10.1111/gcb.15094,https://doi.org/10.1111/gcb.15094,Citations: 140 | Category: Nord uniquement
Biological Invasions In Conservation Planning: A Global Systematic Review,"Biological invasions threaten biodiversity in terrestrial, freshwater and marine ecosystems, requiring substantial conservation and management efforts. to examine how the conservation planning literature addresses biological invasions and if planning in the marine environment could benefit from experiences in the freshwater and terrestrial systems, we conducted a global systematic review. out of 1,149 scientific articles mentioning both ""conservation planning"" and ""alien"" or any of its alternative terms, 70 articles met our selection criteria. most of the studies were related to the terrestrial environment, while only 10% focused on the marine environment. the main conservation targets were species (mostly vertebrates) rather than habitats or ecosystems. apart from being mentioned, alien species were considered of concern for conservation in only 46% of the cases, while mitigation measures were proposed in only 13% of the cases. the vast majority of the studies (73%) ignored alien species in conservation planning even if their negative impacts were recognized. in 20% of the studies, highly invaded areas were avoided in the planning, while in 6% of the cases such areas were prioritized for conservation. in the latter case, two opposing approaches led to the selection of invaded areas: either alien and native biodiversity were treated equally in setting conservation targets, i.e., alien species were also considered as ecological features requiring protection, or more commonly invaded sites were prioritized for the implementation of management actions to control or eradicate invasive alien species. when the ""avoid"" approach was followed, in most of the cases highly impacted areas were either excluded or invasive alien species were included in the estimation of a cost function to be minimized. most of the studies that followed a ""protect"" or ""avoid"" approach dealt with terrestrial or freshwater features but in most cases the followed approach could be transferred to the marine environment. gaps and needs for further research are discussed and we propose an 11-step framework to account for biological invasions into the systematic conservation planning design.",MACIC V;ALBANO PG;ALMPANIDOU V;CLAUDET J;CORRALES X;ESSL F;EVAGELOPOULOS A;GIOVOS I;JIMENEZ C;KARK S;MARKOVIC O;MAZARIS AD;OLAFSDÓTTIR GA;PANAYOTOVA M;PETOVIC S;RABITSCH W;RAMDANI M;RILOV G;TRICARICO E;FERNÁNDEZ TV;SINI M;TRYGONIS V;KATSANEVAKIS S,2018,FRONTIERS IN MARINE SCIENCE,10.3389/fmars.2018.00178,https://doi.org/10.3389/fmars.2018.00178,Citations: 97 | Category: Minorité Sud (collab)
A Systematic Approach For Prioritizing Multiple Management Actions For Invasive Species,"The successful management and eradication of invasive species is often constrained by insufficient or inconsistent funding. consequently, managers are usually forced to select a subset of infested areas to manage. further, managers may be unaware of the most effective methods for identifying priority areas and so are unable to maximize the effectiveness of their limited resources. to address these issues, we present a spatially explicit decision method that can be used to identify actions to manage invasive species while minimizing costs and the likelihood of reinvasion. we apply the method to a real-world management scenario, aimed at managing an invasive aquatic macrophyte, olive hymenachne (hymenachne amplexicaulis), which is one of the most threatening invasives in tropical australia, affecting water quality, freshwater biodiversity, and fisheries.",JANUCHOWSKI-HARTLEY SR;VISCONTI P;PRESSEY RL,2011,BIOLOGICAL INVASIONS,10.1007/s10530-011-9960-7,https://doi.org/10.1007/s10530-011-9960-7,Citations: 59 | Category: Nord uniquement
Comparing Spatial Conservation Prioritization Methods With Site-Versus Spatial Dependency-Based Connectivity,"Larval dispersal is an important component of marine reserve networks. two conceptually different approaches to incorporate dispersal connectivity into spatial planning of these networks exist, and it is an open question as to when either is most appropriate. candidate reserve sites can be selected individually based on local properties of connectivity or on a spatial dependency-based approach of selecting clusters of strongly connected habitat patches. the first acts on individual sites, whereas the second acts on linked pairs of sites. we used a combination of larval dispersal simulations representing different seascapes and case studies of biophysical larval dispersal models in the coral triangle region and the province of southeast sulawesi, indonesia, to compare the performance of these 2 methods in the spatial planning software marxan. we explored the reserve design performance implications of different dispersal distances and patterns based on the equilibrium settlement of larvae in protected and unprotected areas. we further assessed different assumptions about metapopulation contributions from unprotected areas, including the case of 100% depletion and more moderate scenarios. the spatial dependency method was suitable when dispersal was limited, a high proportion of the area of interest was substantially degraded, or the target amount of habitat protected was low. conversely, when subpopulations were well connected, the 100% depletion was relaxed, or more habitat was protected, protecting individual sites with high scores in metrics of connectivity was a better strategy. spatial dependency methods generally produced more spatially clustered solutions with more benefits inside than outside reserves compared with site-based methods. therefore, spatial dependency methods potentially provide better results for ecological persistence objectives over enhancing fisheries objectives, and vice versa. different spatial prioritization methods of using connectivity are appropriate for different contexts, depending on dispersal characteristics, unprotected area contributions, habitat protection targets, and specific management objectives.",MUENZEL D;CRITCHELL K;COX C;CAMPBELL SJ;JAKUB R;CHOLLETT I;KRUECK N;HOLSTEIN D;TREML EA;BEGER M,2023,CONSERVATION BIOLOGY,10.1111/cobi.14008,https://doi.org/10.1111/cobi.14008,Citations: 6 | Category: Minorité Sud (collab)
Groundtruthing Cumulative Impact Assessments With Biodiversity Data: Testing Indicators And Methods For Marine Ecosystem Condition Assessments In South Africa,"Accurate assessments of ecosystem condition are needed to inform management processes such as systematic conservation planning and protected area expansion, marine spatial planning and other effective area-based conservation measures. yet measuring the condition of dynamic and often largely inaccessible marine ecosystems is extremely difficult and presents a global challenge. broad-scale cumulative impact assessments have been used in south africa as a proxy for marine ecosystem condition in national assessments and reporting because the data are more readily available, and knowledge exists on the impacts of various human activities (or pressures) on marine ecosystems. while useful for national reporting, assessments based on in situ ecological data are also needed at finer scales relevant to management. applying the helcom beat approach, this study used in situ ecological data to identify potential methods and indicators that can be applied in south africa to conduct integrated ecosystem assessments and to assess the suitability of current cumulative impact assessments as a proxy for condition. aggregated fish indicators demonstrated greater sensitivity to varying human pressures compared with benthic community indicators, with responsiveness differing by location. notably, site-level differences in empirical condition emerged that broad-scale cumulative assessments often missed. the study thus highlighted the varying suitability of cumulative impact scores as proxies for condition, indicating their reliability for fish communities. however, this is also dependent on the pressure types included, the biotic indicators used and the area of focus. conservation decisions based solely on cumulative impact scores could misrepresent the actual condition of the environment, which makes it difficult to make management decisions, especially at finer scales. as such, conservation initiatives need to be regionally adapted to effectively address the unique pressures and conditions of each area and should be tailored to account for fine-scale variability, instead of adopting a one-size-fits-all approach.",SMIT KP;SINK KJ;SHANNON LJ;BERNARD ATF;LOMBARD AT,2024,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,10.1002/aqc.4096,https://doi.org/10.1002/aqc.4096,Citations: 3 | Category: Sud uniquement
Bridging The Gap Between 'Planning' And 'Doing' For Biodiversity Conservation In Freshwaters,"P>1. systematic conservation planning has been applied to terrestrial and marine systems for over a decade, but only recently been used for freshwaters. of the various methods proposed, those that explicitly include the costs of, opportunities for and constraints on conservation actions are the most defensible because they allow transparent, rational decisions to be made about conservation priorities. 2. applying these procedures to freshwater systems presents a number of challenges, including accounting for lateral, longitudinal and vertical connections, and the dynamism and resilience of freshwaters in space and time. recent research on freshwater conservation planning contains an array of methods to address these issues. 3. the first step in bridging the implementation gap will be to communicate that conserving aquatic biodiversity often will not be achieved by merely 'locking up' catchments and that many human uses can coexist with biodiversity conservation. 4. to bridge the gap between research and implementation, terrestrial experience suggests that genuinely collaborative involvement with stakeholders and managers needs to be part of the planning process. otherwise, even the most transparently optimised conservation plan will be ignored. 5. case studies explored by the advocates of social learning and 'resilience thinking' provide frameworks for creative engagement between the ecological and social sciences. there is probably scope to modify existing catchment management networks to incorporate aquatic biodiversity conservation.",BARMUTA LA;LINKE S;TURAK E,2011,FRESHWATER BIOLOGY,10.1111/j.1365-2427.2010.02514.x,https://doi.org/10.1111/j.1365-2427.2010.02514.x,Citations: 50 | Category: Nord uniquement
Incorporating Asymmetric Connectivity Into Spatial Decision Making For Conservation,"Real patterns of ecological connectivity are seldom explicitly or systematically accounted for systematic conservation planning, in part because commonly used decision support systems can only capture simplistic notions of connectivity. conventionally, the surrogates used to represent connectivity in conservation plans have assumed the connection between two sites to be symmetric in strength. in reality, ecological linkages between sites are rarely symmetric and often strongly asymmetric. here, we develop a novel formulation that enabled us to incorporate asymmetric connectivity into the conservation decision support system marxan. we illustrate this approach using hypothetical examples of a river catchment and a group of reefs, and then apply it to case studies in the snowy river catchment and great barrier reef, australia. we show that incorporating asymmetric ecological connectivity in systematic reserve design leads to solutions that more effectively capture connectivity patterns, relative to either ignoring connectivity or assuming symmetric connectivity.",BEGER M;LINKE S;WATTS M;GAME E;TREML E;BALL I;POSSINGHAM HP,2010,CONSERVATION LETTERS,10.1111/j.1755-263X.2010.00123.x,https://doi.org/10.1111/j.1755-263X.2010.00123.x,Citations: 127 | Category: Nord uniquement
Integrating Connectivity And Climate Change Into Marine Conservation Planning,"Most applications of systematic conservation planning have not effectively incorporated biological processes or dynamic threats. we investigated the extent to which connectivity and climate change have been considered in an ecologically meaningful way in marine conservation planning, as an attempt to help formulate conservation objectives for population persistence, over and above representation. our review of the literature identified 115 marine planning studies that addressed connectivity and 47 that addressed the effects of climate change. of the statements identified that related to goals and objectives, few were quantitative and justified by ecological evidence for either connectivity (13%) or climate change (8.9%). most studies addressing connectivity focused on spatial design (e.g. size and spacing) of marine protected areas (mpas) or clustering of planning units. climate change recommendations were primarily based on features related to mpa placement (e.g. preferences for areas relatively resilient and resistant to climate change impacts). quantitative methods to identify spatial or temporal dynamics of features related to connectivity and/or climate change (e.g. functionally well-connected or thermal refugia areas) were rare, and these accounted for the majority of ecologically justified statements. given these shortcomings in the literature, we outline a framework for setting marine conservation planning objectives that describes six key approaches to more effectively integrate connectivity and climate change into conservation plans, aligning opportunities and minimizing trade-offs between both issues. (c) 2013 elsevier ltd. all rights reserved.",MAGRIS RA;PRESSEY RL;WEEKS R;BAN NC,2014,BIOLOGICAL CONSERVATION,10.1016/j.biocon.2013.12.032,https://doi.org/10.1016/j.biocon.2013.12.032,Citations: 168 | Category: Nord uniquement
Cross-Boundary Collaboration: Key To The Conservation Puzzle,"Conservation science is advancing rapidly, yet the majority of research overlooks a key factor that can play a major role in shaping the outcomes of conservation initiatives: collaboration. here, we review the importance, benefits and limitations of incorporating collaboration into conservation and specifically into systematic conservation planning, providing a general framework for considering collaboration in conservation planning. recent work shows that cross-boundary collaboration can have both positive and negative impacts on the outcomes of conservation and management efforts for protected areas, ecosystems, threatened and invasive species. the feasibility of collaboration, its likely effects and associated trade-offs should therefore be explicitly incorporated into conservation science and planning. this will ensure that conservation decisions avoid wasted funding when collaboration is infeasible, promoting collaboration when the benefits outweigh the costs.",KARK S;TULLOCH A;GORDON A;MAZOR T;BUNNEFELD N;LEVIN N,2015,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,10.1016/j.cosust.2014.08.005,https://doi.org/10.1016/j.cosust.2014.08.005,Citations: 166 | Category: Nord uniquement
Systematic Conservation Planning In The Eastern English Channel: Comparing The Marxan And Zonation Decision-Support Tools,"The systematic conservation approach is now commonly used for the design of efficient marine protected area (mpa) networks, and identifying these priority areas often involves using specific conservation-planning software. several such software programmes have been developed in recent years, each differing in the underlying algorithms used. here, an investigation is made into whether the choice of software influences the location of priority areas by comparing outputs from marxan and zonation, two widely used conservation- planning, decision-support tools. using biological and socio-economic data from the eastern english channel, outputs are compared and it is shown that the two software packages identified similar sets of priority areas, although the relatively wide distribution of habitat types and species considered offered much flexibility. moreover, the similarity increased with increasing spatial constraint, especially when using real-world cost data, suggesting that the choice of cost metric has a greater influence on conservation-planning analyses than the choice of software. however, marxan generally produced more efficient results and zonation produced results with greater connectivity, so the most appropriate software package will depend on the overall goals of the mpa planning process.",DELAVENNE J;METCALFE K;SMITH RJ;VAZ S;MARTIN CS;DUPUIS L;COPPIN F;CARPENTIER A,2012,ICES JOURNAL OF MARINE SCIENCE,10.1093/icesjms/fsr180,https://doi.org/10.1093/icesjms/fsr180,Citations: 64 | Category: Nord uniquement
A Mismatch Of Scales: Challenges In Planning For Implementation Of Marine Protected Areas In The Coral Triangle,"Regional systematic conservation planning is an effective approach to marine protected area (mpa) network design, ensuring complementarity, and functional connectivity of areas. however, regional planning and local conservation actions do not properly inform one another. one outcome is the failure of regional designs to guide conservation actions. another is that site-based mpas constitute collections rather than functional systems for marine conservation. understanding decisions related to spatial scale in conservation planning is essential for the development of ecologically functional networks of mpas. decisions about scale require that planners address trade-offs between the respective advantages and limitations of different considerations in several parts of the planning process. we provide the first comprehensive review of decisions about spatial scale that influence planning outcomes. we illustrate these decisions and the trade-offs involved with planning exercises undertaken in the coral triangle. we provide a framework in which decisions about spatial scale can be made explicit and investigated further. the framework helps to link theory and application in conservation planning, facilitates learning, and promotes the application of conservation actions that are both regionally and locally significant.",MILLS M;PRESSEY RL;WEEKS R;FOALE S;BAN NC,2010,CONSERVATION LETTERS,10.1111/j.1755-263X.2010.00134.x,https://doi.org/10.1111/j.1755-263X.2010.00134.x,Citations: 97 | Category: Nord uniquement
The Current Application Of Ecological Connectivity In The Design Of Marine Protected Areas,"Marine protected areas (mpas) are an area-based conservation strategy commonly used to safeguard marine biodiversity and ecosystem services. ecological connectivity governs the exchange of individuals among spatially fragmented habitats and is often highlighted as an important element in the design of mpas. however, the degree to which measured or modelled representations of connectivity are applied to marine management decisions worldwide remains unclear. we reviewed the scientific and management literature to explore the application of connectivity in mpas located in six countries or regions with advanced marine spatial planning. only 11% of the 746 mpas we examined considered connectivity as an ecological criterion, increasingly so since 2007. landscape measures such as habitat linkages were used most frequently by managers and genetic and modelling approaches by scientists. of the mpas that considered connectivity, 71% were for state marine conservation areas or reserves in california and commonwealth marine reserves in australia. this pattern indicates substantial geographic bias. we propose that the incorporation of connectivity in conservation planning needs to become more accessible to practitioners and provide four recommendations that together will allow scientists and managers to bridge this gap: 1. determine whether to prioritize connectivity as an ecological criterion, 2. identify the role of an mpa in supporting connectivity, 3. identify the appropriate spatial and temporal scale of connectivity, and 4. improve regional knowledge of connectivity patterns. we also propose a framework to facilitate the communication of metrics and patterns of connectivity between scientists and practitioners to apply the best available information in the design and adaptive management of mpas and networks of mpas. (c) 2019 the authors. published by elsevier b.v.",BALBAR AC;METAXAS A,2019,GLOBAL ECOLOGY AND CONSERVATION,10.1016/j.gecco.2019.e00569,https://doi.org/10.1016/j.gecco.2019.e00569,Citations: 172 | Category: Nord uniquement
A Systematic Approach Towards The Identification And Protection Of Vulnerable Marine Ecosystems,"The united nations general assembly in 2006 and 2009 adopted resolutions that call for the identification and protection of vulnerable marine ecosystems (vmes) from significant adverse impacts of bottom fishing. while general criteria have been produced, there are no guidelines or protocols that elaborate on the process from initial identification through to the protection of vmes. here, based upon an expert review of existing practices, a 10-step framework is proposed: (1) comparatively assess potential vme indicator taxa and habitats in a region; (2) determine vme thresholds; (3) consider areas already known for their ecological importance; (4) compile information on the distributions of likely vme taxa and habitats, as well as related environmental data; (5) develop predictive distribution models for vme indicator taxa and habitats; (6) compile known or likely fishing impacts; (7) produce a predicted vme naturalness distribution (areas of low cumulative impacts); (8) identify areas of higher value to user groups; (9) conduct management strategy evaluations to produce trade-off scenarios; (10) review and reiterate, until spatial management scenarios are developed that fulfil international obligations and regional conservation and management objectives. to date, regional progress has been piecemeal and incremental. the proposed 10-step framework combines these various experiences into a systematic approach. (c) 2013 published by elsevier ltd.",ARDRON JA;CLARK MR;PENNEY AJ;HOURIGAN TF;ROWDEN AA;DUNSTAN PK;WATLING L;SHANK TM;TRACEY DM;DUNN MR;PARKER SJ,2014,MARINE POLICY,10.1016/j.marpol.2013.11.017,https://doi.org/10.1016/j.marpol.2013.11.017,Citations: 87 | Category: Nord uniquement
Explicitly Incorporating Socioeconomic Criteria And Data Into Marine Protected Area Zoning,"Addressing community needs or aspirations is critical for the success of marine protected areas (mpas). however mpa design based on the results of systematic conservation planning tools alone does not fully represent important information on socioeconomic factors. this is because of the reliance of conservation planning tools on spatial data which is better suited to ecological rather than socioeconomic factors which are predominantly non-spatial. we present a case study from raja ampat in indonesia, to demonstrate how we developed mpa zoning plans for six multiple use mpas that encompass more than 1 million ha of the world's most diverse coral reef ecosystems. these were developed by combining analysis of ecological and spatial socioeconomic data using decision support tools (marzone), and incorporation of non-spatial socioeconomic data from experts, stakeholders, and local communities. by explicitly including socioeconomic criteria and data into mpa zoning, the final zoning plans recognize community use and governance of resources, maximize equity and access to traditional fishing grounds, and better support long-term food security and livelihoods of local communities. these plans also met recommended guidelines for resilient mpa design and were supported by the community and mpa managers (i.e. raja ampat regency and indonesian national government). this case study can act as a guide to other mpa managers and conservation practitioners to better incorporate socioeconomic considerations into mpa zoning plans and systematic marine conservation planning. (c) 2015 elsevier ltd. all rights reserved.",MANGUBHAI S;WILSON JR;RUMETNA L;MATURBONGS Y;PURWANTO,2015,OCEAN & COASTAL MANAGEMENT,10.1016/j.ocecoaman.2015.08.018,https://doi.org/10.1016/j.ocecoaman.2015.08.018,Citations: 41 | Category: Sud uniquement
Ecologically And Biologically Significant Areas (Ebsas) As An Enabling Mechanism For Transboundary Marine Spatial Planning,"As the new global biodiversity targets kick in, the signatories to the convention of biological diversity (cbd) are searching for means to fulfil their obligations. fortunately, more than a decade ago a long-neglected solution was created for the marine environment. the ecologically or biologically significant marine areas (ebsas) provide a means for opening discussions around the management of large marine areas, ideally with conservation as a core priority. while the biological and ecological criteria for the selection of the ebsas is clearly outlined, there is little clarity on the means to manage or govern these areas. the conservation and management measures are left as a matter to be resolved by those states which maintain some form of jurisdiction over regions within an ebsa. of course, these measures must be in accordance with international law. within the mediterranean there are 15 ebsas which have been identified and recognised by the parties of the unep regional seas programme. for the past four years, technical and scientific discussions have looked to move the ebsa recognition of the southern adriatic ionian straight (sais) forward and identify potential governance frameworks. this work has included a biodiversity threat analysis, a legal and governance review, and a preliminary spatial prioritization. we report on the processes undertaken, the policy implications for the sais-ebsa and the way forward. this work has implications not only for this region but for other regions within the mediterranean and beyond.",MACKELWORTH P;FORTUNA CM;ANTONINIC M;HOLCER D;MALAK DA;ATTIA K;BRICELJ M;GUERQUIN F;MARKOVIC M;NUNES E;PEREZ-VALVERDE C;RAMIERI E;STOJANOVIC I;TUNESI L;MCGOWAN J,2024,MARINE POLICY,10.1016/j.marpol.2024.106231,https://doi.org/10.1016/j.marpol.2024.106231,Citations: 6 | Category: Minorité Sud (collab)
Spatial Prioritization Of Conservation Management,"We develop a high-resolution conservation prioritization analysis for new zealand's rivers and streams that simultaneously consider both the present state (representation) of ecosystems, and the prioritization of management actions designed to mitigate ongoing human impacts on their expected future state (retention). as input we used information about the geographic distributions of river ecosystem groups and their compositional similarity, species richness, present condition as compared to their estimated pristine state, and upstream and downstream connectivity. candidate management actions included riparian planting, establishment of wetlands on tile-drain outflows, and use of riparian buffer strips in plantation forests. the analysis, carried out at a 1-ha resolution for a study area of 22,000 km(2) in southland, new zealand, demonstrates a credible range of options for management intervention, particularly in lowland streams under serious threat from agricultural intensification. the proposed analysis can be replicated elsewhere for terrestrial, freshwater, or marine systems using publicly available software.",MOILANEN A;LEATHWICK JR;QUINN JM,2011,CONSERVATION LETTERS,10.1111/j.1755-263X.2011.00190.x,https://doi.org/10.1111/j.1755-263X.2011.00190.x,Citations: 115 | Category: Nord uniquement
A Metric-Based Framework For Climate-Smart Conservation Planning,"Climate change is already having profound effects on biodiversity, but climate change adaptation has yet to be fully incorporated into area-based management tools used to conserve biodiversity, such as protected areas. one main obstacle is the lack of consensus regarding how impacts of climate change can be included in spatial conservation plans. we propose a climate-smart framework that prioritizes the protection of climate refugia-areas of low climate exposure and high biodiversity retention-using climate metrics. we explore four aspects of climate-smart conservation planning: (1) climate model ensembles; (2) multiple emission scenarios; (3) climate metrics; and (4) approaches to identifying climate refugia. we illustrate this framework in the western pacific ocean, but it is equally applicable to terrestrial systems. we found that all aspects of climate-smart conservation planning considered affected the configuration of spatial plans. the choice of climate metrics and approaches to identifying refugia have large effects in the resulting climate-smart spatial plans, whereas the choice of climate models and emission scenarios have smaller effects. as the configuration of spatial plans depended on climate metrics used, a spatial plan based on a single measure of climate change (e.g., warming) will not necessarily be robust against other measures of climate change (e.g., ocean acidification). we therefore recommend using climate metrics most relevant for the biodiversity and region considered based on a single or multiple climate drivers. to include the uncertainty associated with different climate futures, we recommend using multiple climate models (i.e., an ensemble) and emission scenarios. finally, we show that the approaches we used to identify climate refugia feature trade-offs between: (1) the degree to which they are climate-smart, and (2) their efficiency in meeting conservation targets. hence, the choice of approach will depend on the relative value that stakeholders place on climate adaptation. by using this framework, protected areas can be designed with improved longevity and thus safeguard biodiversity against current and future climate change. we hope that the proposed climate-smart framework helps transition conservation planning toward climate-smart approaches.",BUENAFE KCV;DUNN DC;EVERETT JD;BRITO-MORALES I;SCHOEMAN DS;HANSON JO;DABALÀ A;NEUBERT S;CANNICCI S;KASCHNER K;RICHARDSON AJ,2023,ECOLOGICAL APPLICATIONS,10.1002/eap.2852,https://doi.org/10.1002/eap.2852,Citations: 28 | Category: Minorité Sud (collab)
The Challenge Of Setting Restoration Targets For Macroalgal Forests Under Climate Changes,"The process of site selection and spatial planning has received scarce attention in the scientific literature dealing with marine restoration, suggesting the need to better address how spatial planning tools could guide restoration interventions. in this study, for the first time, the consequences of adopting different restoration targets and criteria on spatial restoration prioritization have been assessed at a regional scale, including the consideration of climate changes. we applied the decision-support tool marxan, widely used in systematic conservation planning on mediterranean macroalgal forests. the loss of this habitat has been largely documented, with limited evidences of natural recovery. spatial priorities were identified under six planning scenarios, considering three main restoration targets to reflect the objectives of the eu biodiversity strategy for 2030. results show that the number of suitable sites for restoration is very limited at basin scale, and targets are only achieved when the recovery of 10% of regressing and extinct macroalgal forests is planned. increasing targets translates into including unsuitable areas for restoration in marxan solutions, amplifying the risk of ineffective interventions. our analysis supports macroalgal forests restoration and provides guiding principles and criteria to strengthen the effectiveness of restoration actions across habitats. the constraints in finding suitable areas for restoration are discussed, and recommendations to guide planning to support future restoration interventions are also included.",FABBRIZZI E;GIAKOUMI S;DE LEO F;TAMBURELLO L;CHIARORE A;COLLETTI A;COPPOLA M;MUNARI M;MUSCO L;RINDI F;RIZZO L;SAVINELLI B;FRANZITTA G;GRECH D;CEBRIAN E;VERDURA J;BIANCHELLI S;MANGIALAJO L;NASTO I;SOTA D;ORFANIDIS S;PAPADOPOULOU NK;DANOVARO R;FRASCHETTI S,2023,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2022.116834,https://doi.org/10.1016/j.jenvman.2022.116834,Citations: 19 | Category: Nord uniquement
Planning Across Freshwater And Terrestrial Realms: Cobenefits And Tradeoffs Between Conservation Actions,"Conservation planning has historically been restricted to planning within single realms (i. e., marine, terrestrial, or freshwater). recently progress has been made in approaches for cross-realm planning which may enhance the ability to effectively manage processes that sustain biodiversity and ecosystem functions (e. g., connectivity) and thus minimize threats more efficiently. current advances, however, have not optimally accounted for the fact that individual conservation management actions often have impacts across realms. we advance the existing cross-realm planning literature by presenting a conceptual framework for considering both co-benefits and tradeoffs between multiple realms (specifically freshwater and terrestrial). this conceptual framework is founded on a review of 1) the shared threats and management actions across realms and 2) existing literature on cross-realm planning to highlight recent research achievements and gaps. we identify current challenges and opportunities associated with the application of our framework and consider the more general prospects for cross-realm planning.",ADAMS VM;ALVAREZ-ROMERO JG;CARWARDINE J;CATTARINO L;HERMOSO V;KENNARD MJ;LINKE S;PRESSEY RL;STOECKL N,2014,CONSERVATION LETTERS,10.1111/conl.12080,https://doi.org/10.1111/conl.12080,Citations: 58 | Category: Nord uniquement
"The Use, And Usefulness, Of Spatial Conservation Prioritizations","Spatial conservation prioritization is used globally to guide decision making with the aim of delivering the best conservation gain per unit investment. however, despite many publications on the topic, the extent to which this approach is used by decision makers has been unclear. to investigate the degree to which prioritization has been adopted by practitioners to guide conservation implementation, we conducted an online survey, collecting data on the approaches used to develop prioritizations and the reported extent of translation to on-the-ground action. using a cluster analysis, we identified two categories of prioritizations, those developed to advance the field (42% of responses) and those intended for implementation (58% of responses). respondents reported 74% of the prioritizations intended for implementation had translated to on-the-ground action. additionally, we identified strong collaboration between academics and practitioners in prioritization development, suggesting a bridging of the theory-practice gap. we recommend continued collaboration and research into the effectiveness of prioritizations in delivering conservation impacts.",SINCLAIR SP;MILNER-GULLAND EJ;SMITH RJ;MCINTOSH EJ;POSSINGHAM HP;VERCAMMEN A;KNIGHT AT,2018,CONSERVATION LETTERS,10.1111/conl.12459,https://doi.org/10.1111/conl.12459,Citations: 76 | Category: Minorité Sud (collab)
Framing Biodiversity Conservation For Decision Makers: Insights From Four South African Municipalities,"Priority maps for biodiversity conservation are increasingly aimed at their implementation by local governments in their land use decision making. however, these biodiversity planning products usually rely on the implicit assumption that biodiversity and related concepts are the appropriate ones for communicating the need to safeguard nature. we investigated the level of understanding of the terms ""biodiversity"" and ""sustainability"" of decision makers in four south african coastal municipalities and identified the prevalent frames of interpretation they held regarding nature conservation in land use planning. we demonstrate that understanding of the term ""biodiversity"" is very limited; however, the term is well linked to the natural environment. conversely, the concept of ""sustainability"" is clearly established-but only marginally connected to nature. the frame analysis showed that the preservation of nature is regarded as fundamentally in opposition to socio-economic development. conservation is frequently interpreted as being a socially unjust endeavor, disrespectful toward people and lacking realism. we use these insights to provide recommendations on how conservationists should proceed to reframe biodiversity issues in order to more effectively mainstream conservation plans into local land-use decision making.",WILHELM-RECHMANN A;COWLING RM,2011,CONSERVATION LETTERS,10.1111/j.1755-263X.2010.00149.x,https://doi.org/10.1111/j.1755-263X.2010.00149.x,Citations: 28 | Category: Sud uniquement
Spatial-Temporal Shifting Patterns And In Situ Conservation Of Spotted Seal (Phoca Largha) Populations In The Yellow Sea Ecoregion,"Understanding the habitat shifting pattern is a prerequisite for implementing in situ conservation of migratory species. spotted seals (phoca largha) inhabiting the yellow sea ecoregion (yse) comprise a small population with independent genes and represent a charismatic flagship species in this region. however, this population has declined by 80% since the 1940s, and increased support from the countries around the yse is urgently needed to address the potential local extinction risk. a time-series niche model and life-history weighted systematic conservation planning were designed on the basis of a satellite beacon tracking survey (2010-2020) of the yse population. the results showed clustering and spreading shifting patterns during the breeding and migratory seasons, respectively. the closed-loop migration route formed in the yse indicated that this population might be geographically isolated from populations in other breeding areas around the world. the conservation priority area (cpa), with an area of 19 632 km(2) (3.58% of the total yse area), was the most effective response to the potential in situ risk. however, nearly 80% of the cpa was exposed outside the existing marine protected areas (mpas). future establishment of mpas in china should strategically consider the conservation gap identified herein, and it is recommended for korea's closed fishing season to be spatially set in the western korean peninsula from may to august. this study also exemplified that the lack of temporal information would lead to the dislocation of niche modeling for migratory species represented by spotted seals. attention should be paid to protecting small and migratory populations in marine biodiversity conservation planning.",ZHUANG HF;SHAO F;ZHANG C;XIA WC;WANG SQ;QU FY;WANG ZL;LU ZC;ZHAO LL;ZHANG ZH,2024,INTEGRATIVE ZOOLOGY,10.1111/1749-4877.12731,https://doi.org/10.1111/1749-4877.12731,Citations: 8 | Category: Nord uniquement
